id	picture	name	price	authority	date	controller	article_violated	type	source	summary
95	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	0	Slovak Data Protection Office	01/01/1970	Unknown	Art. 15 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf	The data controller did not comply with the data subject’s request to access personal data related to audio recordings.
96	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	0	Slovak Data Protection Office	01/01/1970	Unknown	Art. 5 (1) f) GDPR|Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf	Personal data in the form of documents were thrown to the garbage dump, which is an improper method of disposing of such documents.
97	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	0	Slovak Data Protection Office	01/01/1970	Unknwon	Art. 5 (1) f) GDPR|Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf	Improper information security measures in place.
98	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	0	Slovak Data Protection Office	01/01/1970	Unknown	Art. 5 (1) a) GDPR|Art. 6 (1) a) GDPR	Non-compliance with lawful basis for data processing	https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf	The Data Protection Authority found that the City had published personal data on the official city website in violation of the law, and without asking for the consent of the data subjects. The City had claimed that it was doing this attempting to fulfill the Freedom of Information Act’s premises.
99	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	0	Slovak Data Protection Office	01/01/1970	Unknown	Failure to implement sufficient measures to ensure information security	Art. 32 GDPR	https://www.etrend.sk/ekonomika/gdpr-zacina-hryzt-telekomunikacny-operator-dostal-pokutu-40-tisic-eur.html	The data controller didn’t properly impose the necessary security measures needed to protect personal data.
100	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	500	Data Protection Authority of Hamburg	01/01/1970	Unknown	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.pingdigital.de/blog/2019/03/29/implodierende-aufsichtsbehoerden/1626	Not available.
101	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	0	Data Protection Authority of Saarland	01/01/1970	Unknown	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://indd.adobe.com/view/d639298c-3165-4e30-85d8-0730de2a3598	Illegal disclosure of personal data.
102	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	20000	Data Protection Authority of Hamburg	12/01/2018	Unknown	Art. 83 (4) a) GDPR|Art. 33 (1) GDPR|Art. 34 (1) GDPR	Information obligation non-compliance	https://datenschutz-hamburg.de/assets/pdf/27._Taetigkeitsbericht_Datenschutz_2018_HmbBfDI.pdf	A data breach was not notified in time and the affected subjects were not made aware.
103	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	80000	Data Protection Authority of Baden-Wuerttemberg	07/30/2019	Unknown	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.baden-wuerttemberg.datenschutz.de/wp-content/uploads/2019/07/PM-Datenschutzverletzungen-bereiten-zunehmend-Sorge-30.07.2019.pdf	In a digital publication, health data was accidentally published due to inadequate internal control mechanisms.Due to inadequate internal control mechanisms, health data was made public by a digital publication.
104	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	0	Data Protection Authority of Berlin	10/01/2019	Deutsche Wohnen SE	Art. 5 GDPR|Art. 25 GDPR	Failure to comply with data processing principles	https://www.datenschutz-berlin.de/fileadmin/user_upload/pdf/pressemitteilungen/2019/20191105-PM-Bussgeld_DW.pdf	Further fines of between €6,000 and €17,000 were issues to the company due to the faulty storage of personal data. See the separate entry about Deutsche Wohnen SE.
105	https://www.privacyaffairs.com/wp-content/uploads/2019/10/austria.svg	Austria	1800	Austrian Data Protection Authority (DSB)	11/01/2018	Restaurant	Unknown	Unknown	https://apps.derstandard.de/privacywall/story/2000092017999/erst-vier-strafen-wegen-dsgvo-seit-mai	CCTV footage was not properly used.
106	https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg	Cyprus	5000	Cypriot Data Protection Commissioner	03/01/2019	State Hospital	Art. 15 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.agplaw.com/cyprus-gdpr-commissioner-fines-newspaper-and-hospital/	The data controller could not provide access to personal information to a patient because the dossier could not be identified. The patient complained to the Commissioner about this, and the hospital was fined 5.000 Euros.
107	https://www.privacyaffairs.com/wp-content/uploads/2019/10/denmark.svg	Denmark	160000	Danish Data Protection Authority (Datatilsynet)	03/01/2019	Taxa 4x35	Art. 5(1) e) GDPR	Failure to comply with processing principles	https://www.computerworld.dk/art/246918/datatilsynet-melder-foerste-danske-selskab-til-politiet-for-brud-paa-gdpr-kraever-boede-paa-1-2-millioner-kroner	The taxi company was discovered having over 9 million person records that it stored unlawfully. Because the company hadn’t deleted this personal data, the Danish Data Protection Authority issued a fine.
108	https://www.privacyaffairs.com/wp-content/uploads/2019/10/netherlands.svg	Netherlands	900000	Dutch Supervisory Authority for Data Protection (AP)	10/31/2019	UWV - Insurance provider	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://autoriteitpersoonsgegevens.nl/nl/nieuws/ap-dwingt-uwv-met-sanctie-gegevens-beter-te-beveiligen	The Dutch employee insurance service provider &#8211; &#8220;Uitvoeringsinstituut Werknemersverzekeringen &#8211; UWV did not use multi-factor authentication for accessing the employer web portal. Health and safety services, as well as employers, were able to view and collect data from employees, data to which normally they should not have had access to.
109	https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg	Poland	47000	Polish National Personal Data Protection Office (UODO)	10/16/2019	ClickQuickNow	Art. 5 GDPR	Failure to comply with processing principles	https://edpb.europa.eu/news/national-news/2019/polish-dpa-withdrawal-consent-shall-not-be-impeded_en	The Company did not have the appropriate organizational measures in place that would allow data subjects to withdraw their consent to the processing of personal data. Moreover, the data subjects also couldn’t easily request the deletion of their personal data.
110	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	12000	Spanish Data Protection Authority (AEPD)	01/21/2019	Madrileña Red de Gas	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.aepd.es/resoluciones/PS-00188-2019_ORI.pdf	The gas company did not have the necessary technical measures in place to verify the identity of the subjects&#8217; data. It was alleged by a third party that the company emailed their information to a third party in regards to a request.
111	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	6000	Spanish Data Protection Authority (AEPD)	10/31/2019	Jocker Premium Invex	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00291-2019_ORI.pdf	Postal advertisements and commercial offers were sent by Jocker Premium Invex to a registrant to a local census, even though the registrant did not consent to receive such advertisements and offers.
112	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	1500	Spanish Data Protection Authority (AEPD)	11/06/2019	Cerrajero Online	Art. 13 GDPR	Information obligation non-compliance	https://www.aepd.es/resoluciones/PS-00266-2019_ORI.pdf	The company collected personal data without accurate information regarding the collection of this data.
113	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	900	Spanish Data Protection Authority (AEPD)	11/07/2019	TODOTECNICOS24H S.L.	Art. 13 GDPR	Information obligation non-compliance	https://www.aepd.es/resoluciones/PS-00268-2019_ORI.pdf	The company TODOTECNICOS24H collected personal data without accurate information regarding the collection of this data.
114	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	3000	Spanish Data Protection Authority (AEPD)	11/13/2019	General Confederation of Labour	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00174-2019_ORI.pdf	The General Confederation of Labour emailed personal data of a complainant with the aim of organizing a meeting. This included the name, home address, relationship status, pregnancy status and the date of an ongoing harassment case. The email was sent to around 400 members of the organization with the affected individual&#8217;s consent.
115	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	30000	Spanish Data Protection Authority (AEPD)	11/14/2019	Telefónica SA	Art. 5 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00251-2019_ORI.pdf	A person was charged by the phone operator Telefónica for a telephone service that they never requested and owned. This happened because the bank account of the affected person was linked to the Telefónica profile of another person and as such the fees for the service were deduced from the affected person&#8217;s account. The AEDP ruled that this was against the principles described by article 5 of GDPR.
116	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	60000	Spanish Data Protection Authority (AEPD)	11/19/2019	Corporacion RTVE	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.aepd.es/resoluciones/PS-00305-2019_ORI.pdf	Corporacion de Radio y Television Espanola lost 6 USB sticks with unencrypted personal information and data.
117	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	60000	Spanish Data Protection Authority (AEPD)	11/21/2019	Viaqua Xestión SA	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00233-2019_ORI.pdf	A third party had access to and modified the personal data of a customer that was included in a contract. The third party had no legal basis to access the data.
118	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	2000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	11/22/2019	BNP Paribas SA	Art. 12 GDPR|Art. 17 GDPR	Information obligation non-compliance	https://www.dataprotection.ro/index.jsp?page=Amenda_pentru_incalcarea_RGPD&lang=ro	BNP Paribas Personal Finance was requested to erase personal data of a client and it did not do so during the timeframe required by GDPR legislation.
119	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	11000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	11/25/2019	Fan Courier Express SRL	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.dataprotection.ro/index.jsp?page=O_noua_amenda_in_baza_RGPD&lang=ro	Fan Courier Express SRL, which is a national courier service, was given an €11,000 fine because it failed to take appropriate technical and organizational measures to prevent the loss of personal data (name, bank card number, CVV code, cardholder&#8217;s address, personal identification number, serial and identity card number, bank account number, authorized credit limit) of over 1100 private individuals.
120	https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg	France	500000	French Data Protection Authority (CNIL)	11/21/2019	Futura Internationale	Art. 5 GDPR|Art. 6 GDPR|Art. 13 GDPR|Art. 14 GDPR|Art. 21 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.legifrance.gouv.fr/affichCnil.do?oldAction=rechExpCnil&id=CNILTEXT000039419459&fastReqId=461698027&fastPos=1	Futura Internationale was fined because after several individuals have complained that they were cold-called by the company even after they have expressly requested not to be called again. The reason why the fine was so high relative to similar cases and fines was that the CNIL determined that the company had received a large number of letters requesting to be taken off from the call lists but decided to ignore them. More so, Futura Internationale was found to store excessive information about customers and their health data. The company did also not inform their customers about the processing of their personal data and that all telephone conversations were recorded.
121	https://www.privacyaffairs.com/wp-content/uploads/2019/10/latvia.svg	Latvia	150000	Data State Inspectorate (DSI)	11/01/2019	Unknown	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://twitter.com/900sekundes/status/1199208013959172096	No concrete details have been released at this point other than a fine of €150,000 was imposed in November 2019. We will update this card once further information emerges.
122	https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg	Cyprus	10000	Cypriot Data Protection Commissioner	03/01/2019	Newspaper	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.agplaw.com/cyprus-gdpr-commissioner-fines-newspaper-and-hospital/	A newspaper was fined €10,000 after it had published both in electronic and physical form the names and pictures of three police investigators. The Cypriot Data Protection Commissioner considered that it would have been enough to publish only the initials of the police officers or photographs from which it would not have been possible to identify the three officials, such as using blurred faces. 
123	https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg	Czech Republic	3140	Czech Data Protection Authority (UOOU)	01/01/1970	UniCredit Bank	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.uoou.cz/kontrola-zpracovani-osobnich-udaju-bankou-unicredit-bank-czech-republic-and-slovakia-a-s/ds-5705/archiv=0&p1=5653	UniCredit Bank opened a bank account for a person who has not requested any account to be opened. The bank allegedly had his personal data at their disposal because the affected person was responsible for closing a bank account operated by his employer. The bank was requested to prove that it had consent from the data subject to process his personal data but was unable to provide this proof.
124	https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg	Czech Republic	588	Czech Data Protection Authority (UOOU)	01/01/1970	Alza.cz a.s.	Art. 6 GDPR|Art. 7 GDPR	Non-compliance with lawful basis for data processing	https://www.uoou.cz/kontrola-zpracovani-osobnich-udaju-po-odvolani-souhlasu-spolecnost-alza-cz-a-s/ds-5717/archiv=0&p1=5653	The company acquired a photocopy of a person&#8217;s ID card with the person&#8217;s consent but continued to use and process the personal data even after the affected person had withdrawn their consent.
125	https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg	Czech Republic	980	Czech Data Protection Authority (UOOU)	01/01/1970	Individual entrepreneur	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.uoou.cz/kontrola-zabezpeceni-osobnich-udaju-pri-provozovani-online-hry-fyzicka-osoba-podnikajici/ds-5723/archiv=0&p1=5653	An online game operator was exposed to a DDoS attack that led to the malfunctioning of the game serves. The attackers blackmailed the operator into paying money for the attacks to stop. As part of the &#8220;deal&#8221;, the attackers offered the operator to create and implement a better firewall protection system that would prevent any future attacks from other parties. The operator agreed to this &#8220;deal&#8221;. The game operator then implemented the new code which indeed proved to be better than the old one used but &#8211; let&#8217;s be honest, unsurprisingly &#8211; also included a backdoor that allowed the attacker to steal all the data that was on the server which included player details and personal information. The attacker uploaded this information on their website after that. 
126	https://www.privacyaffairs.com/wp-content/uploads/2019/10/portugal.svg	Portugal	2000	Portuguese Data Protection Authority (CNPD)	03/19/2019	Not known	Art. 13 GDPR	Information obligation non-compliance	https://www.cnpd.pt/bin/decisoes/Delib/DEL_2019_207.pdf	No further information is available.
127	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	60000	Spanish Data Protection Authority (AEPD)	11/19/2019	Xfera Moviles S.A.	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.aepd.es/resoluciones/PS-00237-2019_ORI.pdf	A private individual received an SMS from Xfera Móviles which was actually addressed to a different person and which included personal details of that third party person. The information included personal details as well as login details to the Xfera Móviles website for the third party person.
128	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	40000	Slovak Data Protection Office	09/27/2019	Slovak Telekom	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.etrend.sk/ekonomika/gdpr-zacina-hryzt-telekomunikacny-operator-dostal-pokutu-40-tisic-eur.html	The data controller did not take the necessary technical measures to prevent a data breach. No further details have been disclosed.
129	https://www.privacyaffairs.com/wp-content/uploads/2019/11/slovakia.svg	Slovakia	50000	Slovak Data Protection Office	11/13/2019	Social Insurance Agency	"Art. 32 GDPR	"	Failure to implement sufficient measures to ensure information security	https://www.etrend.sk/ekonomika/socialna-poistovna-porusila-gdpr-pokutu-50-tisic-eur-nechce-zaplatit.html	Applications that were received from Slovak citizens requesting social benefits were sent to foreign authorities by post. These were lost, which resulted in all the personal details of the affected people to become public, including their physical addresses.
130	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	20000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	11/29/2019	SC CNTAR TAROM SA	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.dataprotection.ro/?page=Sanctiune_CN_TAROM&lang=ro	A fine of €20,000 was issued to the Romanian national airline Tarom because it failed to implement the necessary technical measures to ensure the security of personal information. As a consequence of these inadequate measures, a Tarom employee was able to access the flight booking application without authorization and see the personal data of 22 passengers, after which the employee took a photo of the list and made it public online. 
131	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	80000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	11/29/2019	ING Bank N.V. Amsterdam	Art. 25 GDPR	Failure to comply with data processing principles	https://www.dataprotection.ro/?page=Amenda_ING_RGPD&lang=ro	The Romanian branch of ING Bank N.V. Amsterdam was fined with €80,000 due to not respecting data protection principles (privacy by design și privacy by default) by not implementing adequate technical measures to ensure the protection of personal data. As a consequence of this, a total of 225,525 had their transactions doubled on debit card payments during the period of 8-10 October 2018.This is one of the bigger fines in Romania, but it&#8217;s interesting to note that for similar offenses in other countries fines of over several millions of Euros are usually awarded. This denotes again the fact that different countries have different approaches to GDPR enforcement.
132	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	2500	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	11/29/2019	Royal President S.R.L.	Art. 12 GDPR|Art. 15 GDPR	Information obligation non-compliance	https://www.dataprotection.ro/?page=alta_sanctiune_Royal_President&lang=ro	The pension Royal President near Bucharest was fined €2,500 after it refused to process a request for the exercise of the right of access. The Romanian Data Processing Authority also determined that customers&#8217; personal data was not processed in accordance with GDPR principles.
133	https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg	Belgium	5000	Belgian Data Protection Authority (APD)	11/28/2019	City councilor	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.autoriteprotectiondonnees.be/news/la-chambre-contentieuse-sanctionne-deux-candidats-aux-elections-communales-de-2018	Two Belgian politicians, a city councilor and a mayor have been fined €5,000 each for sending out campaign emails to recipients who have not consented to receive such emails.
134	https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg	Belgium	5000	Belgian Data Protection Authority (APD)	11/28/2019	Mayor	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.autoriteprotectiondonnees.be/news/la-chambre-contentieuse-sanctionne-deux-candidats-aux-elections-communales-de-2018	Two Belgian politicians, a city councilor and a mayor have been fined €5,000 each for sending out campaign emails to recipients who have not consented to receive such emails.
135	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	10000	Spanish Data Protection Authority (AEPD)	12/02/2019	Ikea Ibérica	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00127-2019_ORI.pdf	Ikea Ibérica was found to have installed cookies on a customer&#8217;s device without asking for permission.
136	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	105000	Data Protection Authority of Rheinland-Pfalz	12/03/2019	Rheinland-Pfalz Hospital	Art. 5 GDPR	Non-compliance with lawful basis for data processing	https://www.datenschutz.rlp.de/de/aktuelles/detail/news/detail/News/geldbusse-gegen-krankenhaus-aufgrund-von-datenschutz-defiziten-beim-patientenmanagement/	The Data Protection Authority of Rheinland-Pfalz issued a fine of €105,000 after a hospital after a mixup of patients. As a consequence of this, wrong invoices were issues to the patients that released sensitive personal data.
137	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	10000	The Federal Commissioner for Data Protection and Freedom of Information (BfDI)	12/09/2019	Rapidata GmbH	Art. 37 GDPR	No data protection officer appointed	https://www.bfdi.bund.de/DE/Infothek/Pressemitteilungen/2019/30_BfDIverh%C3%A4ngtGeldbu%C3%9Fe1u1.html	The Federal Commissioner for Data Protection and Freedom of Information (BfDI) ha repeatedly requested the company to appoint a data protection officer in accordance with Article 37 GDPR but even so, Rapidata GmbH refused to do so. The company was fined with €10,000.
138	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	9550000	The Federal Commissioner for Data Protection and Freedom of Information (BfDI)	12/09/2019	1&1 Telecom GmbH	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.bfdi.bund.de/DE/Infothek/Pressemitteilungen/2019/30_BfDIverh%C3%A4ngtGeldbu%C3%9Fe1u1.html	The telecom company 1&#038;1 Telecom GmbH was fined with €9,550,000 after it came to light that sensitive customer information could be obtained by phone by anyone by just telling a client&#8217;s name and date of birth. This could have permitted anyone to obtain the personal information of any customer in case they knew their name and date of birth. The BfDI considered that the company failed to implement the necessary technical measures to ensure the protection of personal data. The BfDI further revealed that the fine was intended to be much larger but was eventually decreased due to the cooperation of the company during the investigation.
139	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	28160	Data Protection Commission of Bulgaria (KZLD)	07/24/2019	Debt collection agency	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.cpdp.bg/?p=element_view&aid=2226	A private individual complained to the Data Protection Commission of Bulgaria (KZLD) that a debt collection agency has information about her accounts and status of those accounts with the purpose of collecting tax owned by the complainant. The KZLD concluded that the agency had no legal basis to obtain and process the data.
140	https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg	Hungary	15100	Hungarian National Authority for Data Protection and the Freedom of Information (NAIH)	10/01/2019	Town of Kerepes	Art. 6 (1) GDPR	Non-compliance with lawful basis for data processing	https://www.naih.hu/files/NAIH-2019-2076-hatarozat.pdf	The Hungarian National Authority for Data Protection and the Freedom of Information (NAIH) concluded that the local authority of the city of Kerepes didn&#8217;t follow GDPR regulations when it installed a security camera. The Authority explained that the processing of the data was not in accordance with provisions of the GDPR.
141	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	75000	Spanish Data Protection Authority (AEPD)	11/28/2019	Curenergía Comercializador de último recurso	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00140-2019_ORI.pdf	A private individual complained that the company had used their personal data that included their first and last name, address and VAT number in order to open an electricity supply contract. The individual was a former customer of the company, and as such the company was not allowed anymore to reuse the former customer&#8217;s data without their permission.
142	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	21000	Spanish Data Protection Authority (AEPD)	10/19/2019	Vodafone Espana	Art. 6 (1) GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00087-2019_ORI.pdf	Vodafone had processed personal data of the claimant (bank details, name, surname and national identification number) years after the contractual relationsid had ended. The fine of EUR 35.000 was reduced to EUR 21.000.Vodafone processed the personal details of a former client, details that included first name, last name and national ID number, several years after their contractual relationship had ended. The initial fine was set at €35,000 but it was reduced to €21,000 due to cooperation on behalf of Vodafone Espana.
143	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	36000	Spanish Data Protection Authority (AEPD)	04/01/2019	Vodafone Espana	Art. 5 (1) f) GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00092-2019_ORI.pdf	The company had sent a number of emails to a significant number of recipients without using the BCC feature that would have hid the email addresses of all the recipients from each other. The original fine was set at €60,000 but reduced to €36,000.
144	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	48000	Spanish Data Protection Authority (AEPD)	06/24/2019	Vodafone ONO	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.aepd.es/resoluciones/PS-00212-2019_ORI.pdf	A technical error allowed customers to view the personal data of other customers on the company&#8217;s website&#8217;s customer area. The original fine of €60,000 was reduced to €48,000.
145	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	30000	Spanish Data Protection Authority (AEPD)	06/24/2019	Vodafone Espana	Art. 5 (1) f) GDPR|Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.aepd.es/resoluciones/PS-00205-2019_ORI.pdf	The personal data of a customer was disclosed to a different customer through SMS. The original fine of €50,000 was reduced to €20,000.
146	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	40000	Spanish Data Protection Authority (AEPD)	03/22/2019	Vodafone Espana	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00064-2019_ORI.pdf	The claimant was charged for a Netflix subscription that they had not requested. The claimant proved that the Netflix subscription was created by a different person who obtained the personal details of the claimant from Vodafone. The AEPD argued that the claimant did not consent to be charged the Netflix subscription, and as such had fined Vodafone with €40,000. 
147	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	3600	Spanish Data Protection Authority (AEPD)	04/15/2019	AMADOR RECREATIVOS, S.L	Art. 5 (1) c) GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00135-2019_ORI.pdf	The games lounge was fined because it improperly used and processed surveillance footage data.
148	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	9000	Spanish Data Protection Authority (AEPD)	05/08/2019	Private individual	Art. 5 (1) c) GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00050-2019_ORI.pdf	Video surveillance was used to monitor employees.
149	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	20000	Spanish Data Protection Authority (AEPD)	04/08/2019	Private individual	Art. 5 (1) c) GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00150-2019_ORI.pdf	Video surveillance was used to monitor employees.
150	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	48000	Spanish Data Protection Authority (AEPD)	05/06/2019	Telefónica SA	Art. 5 (1) a) GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00173-2019_ORI.pdf	A customer complained that their bank account was charged for two invoices for the services the customer has purchased but on the invoices, the personal details of a third party person were displayed. Initially, the fine was determined to be €60,000 but was reduced to €48,000.
151	https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg	Belgium	2000	Belgian Data Protection Authority (APD)	12/16/2019	Nursing Care Organization	Art. 12 GDPR|Art. 15 GDPR|Art. 17 GDPR	Information obligation non-compliance	https://www.autoriteprotectiondonnees.be/sites/privacycommission/files/documents/DEQF_13-2019_FR_ANO.pdf	A nursing care organization failed to act on a request by a data subject to receive access to their data with the scope of erasing it.
152	https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg	Hungary	1500	Hungarian National Authority for Data Protection and the Freedom of Information (NAIH)	12/11/2019	Unknown	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.naih.hu/files/NAIH-2019-51-hatarozat.pdf	A company did not delete a former employee&#8217;s private emails and as such, it was determined that it processed private data without a legal basis. The company also was found to exceed data retention requirements. As per Hungarian laws, the name of the fined company was not disclosed by the national data protection authority.
153	https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg	Hungary	90	Hungarian National Authority for Data Protection and the Freedom of Information (NAIH)	11/18/2019	Hospital	Art. 15 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.naih.hu/files/NAIH-2019-5112-hatarozat.pdf	The hospital unlawfully charged a copying fee from the patient and violated their right to access data.
154	https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg	Hungary	7400	Hungarian National Authority for Data Protection and the Freedom of Information (NAIH)	10/28/2019	Military Hospital	Art. 32 GDPR|Art. 33 GDPR	Information obligation non-compliance	https://www.naih.hu/files/NAIH-2019-2485-hatarozat.pdf	A military hospital did not meet the reporting deadline imposed for data breaches. The data protection authority further increased the fine due to the lack of technical and organizational measured to prevent the loss of personal data.
